CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,avg_tx_amount,std_tx_amount,days_since_last_tx,tx_q1q2_rate_of_change,tx_q2q3_rate_of_change,avg_ss_duration,std_ss_duration,days_since_last_ss,ss_q1q2_rate_of_change,ss_q2q3_rate_of_change,failed_ratio_spike_q2,failed_ratio_spike_q3,failed_ratio_volatility,Exited
15634602,619,France,Female,42,2,0.0,1,1,1,101348.88,8064.092727272728,14262.838216829925,7,0.25,0.5,12.002691220195473,9.650825867732092,13,-0.1111111111111111,-0.75,0.0,0.0,0.0,1
15647311,608,Spain,Female,41,1,83807.86,1,0,1,112542.58,10649.591363636364,23131.23925360892,83,-0.09090909090909091,-0.9,16.20534059684977,9.605108897813134,39,0.5,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.09622504486493763,0
15619304,502,France,Female,42,8,159660.8,3,1,0,113931.57,18517.16169278997,21464.0812960216,1,-0.13478260869565217,0.05025125628140704,27.300035571675178,25.513239511926617,2,-0.08823529411764706,-0.25806451612903225,0.0,0.0,0.0,1
15701354,699,France,Female,39,1,0.0,2,0,0,93826.63,9999.292800000001,17367.459946062376,2,0.26666666666666666,-0.15789473684210525,11.649609216864297,16.06990996920864,16,0.6666666666666666,-0.4,-0.3333333333333333,0.0,0.19245008972987526,0
15737888,850,Spain,Female,43,2,125510.82,1,1,1,79084.1,11543.002978723405,16771.723626688243,9,-0.4,-0.5333333333333333,15.913110518798497,14.578845543026757,1,-0.35294117647058826,0.2727272727272727,-0.17647058823529413,0.0,0.10188534162169867,0
15574012,645,Spain,Male,44,8,113755.78,2,1,0,149756.71,19430.88817351598,24452.978193813746,1,-0.09893048128342247,0.1394658753709199,31.338013137162527,35.599283358926776,9,-0.2653061224489796,-0.3888888888888889,0.0,0.0,0.0,1
15592531,822,France,Male,50,7,0.0,2,1,1,10062.8,9470.31698529412,14992.402778028327,2,-0.1308411214953271,-0.22580645161290322,25.132389374445744,25.247772240316742,5,2.4285714285714284,-0.20833333333333334,0.041666666666666664,-0.041666666666666664,0.024056261216234408,0
15656148,376,Germany,Female,29,4,115046.74,4,1,0,119346.88,18823.61337531486,22053.408024116252,4,-0.2545454545454545,-0.11382113821138211,37.349752437917715,39.93983382368058,4,-0.10344827586206896,-0.19230769230769232,0.038461538461538464,-0.038461538461538464,0.022205779584216375,1
15792365,501,France,Male,44,4,142051.07,2,0,1,74940.5,17797.50713256484,22902.31068377068,1,0.04830917874396135,0.24423963133640553,29.644777960480926,27.371953316389156,2,-0.15151515151515152,0.14285714285714285,0.0,0.0,0.0,0
15592389,684,France,Male,27,2,134603.88,1,1,1,71725.73,12405.602987012988,15870.77733059503,4,0.08333333333333333,0.038461538461538464,11.260616261274414,8.361427337393783,3,-0.1111111111111111,0.125,0.0,0.0,0.0,0
15767821,528,France,Male,31,6,102016.72,2,0,0,80181.12,11122.317480314961,18032.360877849376,1,-0.14606741573033707,0.17105263157894737,16.23308617076946,12.199980709614668,3,0.0,1.8333333333333333,0.0,0.0,0.0,0
15737173,497,Spain,Male,24,3,0.0,2,1,0,76390.01,8355.878009708736,15930.839111593723,4,-0.125,0.12698412698412698,9.350727759788906,5.095286085321241,18,0.4,0.14285714285714285,0.0,0.125,0.07216878364870323,0
