,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,days_since_last_tx,txs_avg_amount,amount_std,avg_cashout_amount,ratio_recent_vs_past_txs,ratio_recent_vs_past_amount,ratio_cashouts,ratio_transfers,inflation_pressure,days_since_last_ss,total_ss_past30d,total_ss_past90d,avg_ss_per_wk,avg_ss_duration_min,std_ss_duration_min,ratio_ss_time_recent_vs_past,ratio_events_sessios,ratio_failed_ss,total_opened_push,Churn
4891,591,27,5,107812.67,1,0,1,162501.83,1,111524.55964285714,156508.2199780463,127724.27333333332,0.0,-0.6963477186463948,-1.2237754316221157,-2.3632097148104805,0.0314376050228123,23,2,8,1.238095238095238,12.453193646219148,8.350532656786108,0.1170023303307597,-2.19722457733622,-3.295836866004329,3,1
9010,603,38,8,59360.77,1,1,1,191457.06,1,133911.99758865248,301639.8110606021,127635.5861627907,0.0903840614682689,0.803870346897798,-1.1795387789886538,-2.755075139747073,0.0129485267143676,5,5,12,0.96,20.413926247640024,16.404494050563407,-0.4891300186726301,-1.1394342831883648,-2.525728644308256,4,0
8658,778,24,4,0.0,2,1,1,162809.2,2,131753.79284210523,217671.49460850432,193054.6065714286,-0.042559614418796,-0.7334162506884194,-0.9808292530117262,-2.618438042412522,0.0331931533615598,24,1,9,1.105263157894737,11.637624258192758,7.86707299806162,-0.8454611185279138,-2.3978952727983707,-3.091042453358316,5,0
9548,511,53,1,75535.30918037704,1,0,0,143880.5314847094,18,101093.82538705171,148180.1462229117,189441.741712352,-0.011578259873608263,1.0465703173163363,-0.887116190604622,-2.437552652078934,-0.013100709355565591,6,2,12,0.9636211293031602,20.816538550043525,16.271408323510208,-0.825373083032069,-1.0518000699412922,-2.620170972976718,2,1
3731,728,45,3,108924.33,2,1,0,84300.4,25,166440.48555555556,118863.27039138552,206450.8873333333,-0.0444517625708336,-0.1027959118845091,-0.5596157879354228,-3.332204510175204,0.0432142077503791,2,1,11,0.9230769230769232,14.323009500577951,12.189964269061944,-0.8194132666757529,-1.1394342831883648,-3.218875824868201,4,1
272,744,26,5,166297.89,1,1,1,181694.44,2,226489.0831012658,835833.7722779593,172983.44,-0.0173917427118692,1.1897168125294,-1.1370785694959058,-2.2963154799804504,0.0043152744813449,2,5,12,0.8846153846153846,16.829431520750155,12.302891845163352,0.0353677326910539,-1.0986122886681098,-3.1780538303479458,4,0
3237,711,37,8,113899.92,1,0,0,80215.2,1,129372.88173333331,322650.8278755046,152320.4402222222,0.3050135288034208,0.1114861209440585,-1.1886384403258292,-2.532373187026924,0.0522049121295143,8,5,13,0.96,12.16135493471316,11.971316287016409,-0.1953387464549096,-1.6094379124341005,-2.525728644308256,4,0
9929,714,40,5,149559.6763258418,1,0,1,45167.69459765514,3,133993.15804141675,278286.06888972194,124142.78128832148,0.06521723649584207,0.7607652173257755,-1.2928554930845775,-2.464474584118215,0.034709209953730356,12,1,9,0.9306636230437837,20.82862661594412,16.62961951014158,-0.16206216348965297,-1.0515509301401238,-2.764503437347881,2,1
727,710,27,2,135277.96,1,1,0,142200.15,1,112137.33084745763,178376.21714628383,172563.7025,0.1823215567939546,0.9938957697701788,-1.8971199848858813,-2.4849066497880004,0.0508471521330218,15,2,11,0.7083333333333334,13.890910365796842,9.017025483919994,-0.6797536559216928,-1.0986122886681098,-2.890371757896165,0,0
4012,705,32,3,0.0,2,0,0,129576.99,1,181528.5621800948,604852.407123703,111642.49983870969,-0.0849932128333927,0.4364840284616388,-1.2134515482804795,-1.890850371872286,0.0472596296423959,7,2,8,0.56,7.85829125375846,3.895483365831947,-0.0131061912757252,-2.0149030205422647,-2.0149030205422647,0,0
5446,520,30,3,143396.54,2,1,1,898.51,3,159591.195631068,300197.6211799894,173634.58218750003,-0.0782521968997482,-0.3497636932911792,-1.1478833376748925,-2.4471663218051534,0.0614615433084128,3,9,24,1.48,25.31774860874543,34.02106431214422,-0.1416422647942705,-1.4403615823901663,-2.2512917986064958,6,0
13935,664,53,2,99844.41575686273,1,0,0,67051.39876941203,2,120489.1946894543,144447.92794690427,187404.81944508132,-0.0341249309048576,-0.3756925313023383,-1.20457031619537,-3.2915235202362094,0.04869996608639388,12,3,9,0.8225666763553943,16.88082828203289,18.623852895578338,-0.2209256520718362,-1.0432095141064952,-2.7461098564385034,4,1
