Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,avg_tx_amount,std_tx_amount,days_since_last_tx,tx_q1q2_rate_of_change,tx_q2q3_rate_of_change,avg_ss_duration,std_ss_duration,days_since_last_ss,ss_q1q2_rate_of_change,ss_q2q3_rate_of_change,failed_ratio_spike_q2,failed_ratio_spike_q3,failed_ratio_volatility
0.0,1.0,0.0,-0.4364780387231289,0.20855384867312085,-1.5553150795774706,-0.012654135555100879,-0.9192544052846995,0.0,1.0,0.21472934516882405,-0.6562213520293952,0.050831721006819035,-0.5228535654688845,1.5259318508914133,0.07620525722901066,0.5755584401001315,0.036926086208383696,-0.2850131449541206,-0.1257821695670808,0.29630387653242984,1.6436621147236747,-0.3542375140645321,0.7080083118886051
0.0,0.0,0.0,0.5022391129767763,0.017335973399968778,-1.5553150795774706,-1.2136716886614165,0.8172994415827596,0.0,0.0,-0.111342326357382,0.5635502076203133,1.4308029566589846,-0.025983251015256656,-0.17990912915911061,0.4961866358863298,-1.3552612260138948,-1.4228946189109328,0.8258739889271929,0.8442272099901906,0.12342140068039077,0.005936765048979554,0.008205290765441674,-0.8163664414281344
0.0,1.0,0.0,2.059890650412883,0.3997717239462729,-1.1917065618672626,1.1567043312204157,-0.9192544052846995,1.0,1.0,-0.3681885671106026,-0.5376897775750402,0.22660376559709947,-0.2744184082420706,-0.12132942517385915,-0.00048699452580416635,0.6881809670479874,0.05207498747817689,-0.8404567118947773,0.7364483900393827,0.28867670848013405,-1.813758067922904,0.008205290765441674,1.0512392558840469
0.0,0.0,1.0,1.7710546037359889,1.069034287402305,0.6263360266837771,-1.2136716886614165,0.8172994415827596,1.0,1.0,-1.5706864719410671,-0.31727118655607806,-0.2034532231548674,-0.3986359868554776,0.023324968438206358,0.013949194039808033,0.7121404922523198,0.34785821960817437,-0.6024094689202102,-0.06515658334475133,-0.24522505518057489,0.9693046177988002,0.13138846626321052,0.24444306051223139
0.0,0.0,1.0,-1.5402443599526878,0.49538066158284894,-0.46448952644684677,0.42643194950924146,0.8172994415827596,0.0,1.0,-0.44037889558102433,2.152563854686349,1.2635888520192031,-0.3986359868554776,-0.17316845089231458,0.4764590702099493,1.6190553701265846,1.773145543307285,-0.8404567118947773,-0.2643549380752624,-0.04946107517164828,0.005936765048979554,0.008205290765441674,-0.8163664414281344
0.0,0.0,1.0,0.347505516542726,-1.1299712782389435,-1.1917065618672626,0.34040626438276084,-0.9192544052846995,1.0,1.0,-0.4963870291501086,0.0915218190777924,-0.7957263614009685,0.4708870634383712,0.24322310948218426,-0.08691009112692882,-0.9028032788752169,-1.061338759316244,1.0639212319017601,-0.1257821695670808,0.9446131609775764,0.005936765048979554,0.008205290765441674,-0.8163664414281344
0.0,0.0,1.0,-1.2617238863713973,-0.7475355276926394,0.26272750897356917,-0.163120290185219,0.8172994415827596,0.0,0.0,-0.349076144546016,-0.7697559057828988,-1.0610512520891617,-0.5228535654688845,-0.12751283837230237,0.32044058204819015,-0.6255718277378864,-0.73753518774029,0.5084776649611034,-0.22788842004679358,-1.0842135409331173,0.10734390744369755,-0.9156685254678246,0.12465399136202723
0.0,1.0,1.0,-1.5815066523351011,-1.4167980911486717,-0.8280980441570547,-1.2136716886614165,0.8172994415827596,1.0,0.0,-0.41512534721217587,-0.5203295015202972,-0.3713879874753144,-0.5228535654688845,-0.2317599594784506,0.008650805683280152,-1.529295179422773,-1.0089801162545244,0.8258739889271929,0.15136336744928247,-0.09268169413465804,0.005936765048979554,0.008205290765441674,-0.8163664414281344
0.0,0.0,0.0,-1.7981336873427716,-0.46070871478291137,1.717161579814401,-1.2136716886614165,0.8172994415827596,1.0,0.0,-1.2884797109547235,-0.8067118304793054,-0.6917090847792258,-0.5228535654688845,-0.11308487424260152,-0.13546535761427822,-1.1054051407400547,-0.9495526592743834,0.2704304219865361,-0.28745039949329265,1.0742750178666056,0.005936765048979554,0.008205290765441674,-0.8163664414281344
0.0,0.0,0.0,-1.0450968513637269,-1.3211891535120956,-0.1008810087366388,-1.2136716886614165,0.8172994415827596,0.0,0.0,1.5791469371492395,-0.5503049006497202,-0.6623052216518788,-0.3986359868554776,-0.07461030323006596,0.1154035192370271,-0.8799692408203862,-0.6623131171999933,0.11173226000349135,-0.7562882662793072,1.3891680988828194,-0.8129259097883681,0.008205290765441674,0.024056122362347446
